Artikelnummer (AR+[ID])	Artikelnummer Systemfremd	Artikelgruppe	Artikelname Vermietung	Artikelkurzbeschreibung Vermietung	Vermietpreis Min	Vermietpreis Soll	Vermietpreis UVP	Artikelname Verkauf	Artikelkurzbeschreibung Verkauf	Herstellerfirma	Verkaufpreis Min	Verkaufpreis Soll	Verkaufpreis UVP	ArtikelSeriennummer	Anzahl Equipments	Anzahl eigene Equipments	Anzahl fremde Equipments	Anzahl in Werkstatt	Anzahl verkauft	EK netto	Anmietpreis	Höhe [mm]	Breite [mm]	Länge [mm]	Gewicht [kg]	Anschlussleistung [W]	
AR640	 - 	Stativ - Sonstiges	Notenpultbeleuchtung	Notenpultbeleuchtung	1	1.5	2	Notenpultbeleuchtung	Notenpultbeleuchtung	NULL	 - 	 - 	 - 	 - 	6	6	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR163	 - 	Stative - Lautsprecher	LS Stative mit Bodenplatte	Höhe min.: 1420 mm Höhe max.: 2420 mm Transportlänge: 1420 mm Abmessung Standfuß (B x H x T): 563 x 563 x 15 mm 	5	7	10	LS Stative mit Bodenplatte	Material Rohre: Stahl Farbe Rohre: schwarz Oberfläche Rohre: pulverbeschichtet Höhe min.: 1420 mm Höhe max.: 2420 mm Transportlänge: 1420 mm Höhenverstellung: Arretierschraube und Sicherungssplint Anzahl Auszüge: 1 Material Sockel: Stahl Material Höhenverstellung: Stahl Abmessung Standfuß (B x H x T): 563 x 563 x 15 mm Gewicht Sockel: 14 kg	NULL	 - 	 - 	 - 	 - 	18	18	0	0	0	 - 	 - 	 - 	 - 	 - 	14.000	0
AR458	 - 	Stative - Lautsprecher	Distanzrohr Kurbel Lautsprecher Stativ 	Höhe: von 920 bis 1.520 mm Rohrende(n): Ring Lock 35 bis 37 mm, Gewindebolzen M20 Rohrkombination: 1-fach ausziehbar  	 - 	2	2.50	Distanzrohr Kurbel Lautsprecher Stativ 	Höhe: von 920 bis 1.520 mm Rohrende(n): Ring Lock 35 bis 37 mm, Gewindebolzen M20 Rohrkombination: 1-fach ausziehbar 	NULL	 - 	 - 	 - 	 - 	10	4	6	0	0	 - 	 - 	 - 	 - 	 - 	3.800	0
AR542	 - 	Stative - Lautsprecher	Distanzstange, zur Verbindung von Satellitensystem	Höhe: von 980 bis 1.470 mm Höhenverstellung: Rastbolzen und Sicherungsschraube Material: Stahl Rohrende(n): »Ring Lock« ø 35 bis 37 mm Rohrkombination: 1-fach ausziehbar	5	7	10	Distanzstange, zur Verbindung von Satellitensystem	Höhe: von 980 bis 1.470 mm Höhenverstellung: Rastbolzen und Sicherungsschraube Material: Stahl Rohrende(n): »Ring Lock« ø 35 bis 37 mm Rohrkombination: 1-fach ausziehbar	NULL	 - 	 - 	 - 	 - 	18	18	0	0	0	 - 	 - 	 - 	 - 	 - 	2.800	0
AR543	 - 	Stative - Lautsprecher	LS Stative Einfach K&M	Höhenverstellbar von 1320 bis 1900 mm Mittels oberflächenschonender Klemmschraube GS-Geprüft Bis 35 kg zentrische Belastung	5	7	10	LS Stative Einfach K&M	Höhenverstellbar von 1320 bis 1900 mm Mittels oberflächenschonender Klemmschraube GS-Geprüft Bis 35 kg zentrische Belastung	NULL	 - 	 - 	 - 	 - 	5	5	0	0	0	 - 	 - 	 - 	 - 	 - 	14.000	0
AR197	 - 	Stative - Licht	Lichtstativ TV Manfrotto 3,50	Stativ Licht 3,50mLichtstativ: professionelles Stativ für Location oder Studio Shoots	5	7,50	10	Lichtstativ TV Manfrotto 3,50	Lichtstativ TV Manfrotto 3,50	NULL	 - 	 - 	 - 	 - 	12	12	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR206	 - 	Stative - Licht	VMB - TE-086B Kurbelstativ Max. 300kg, Höhe 650cm 	VMB - TE-086B Kurbelstativ Max. 300kg, Höhe 650cm Teleskoplift           Max. Tragkraft: 300kg     Sicherheit: ALS auto-lock     Arbeitsfläche: 2,3 x 2,3m     Transporthöhe: 1,87m     Winde: 900kg     Aufnahme: 50mm     Gewicht: 129kg	50	60	70	VMB - TE-086B Kurbelstativ Max. 300kg, Höhe 650cm 	VMB - TE-086B Kurbelstativ Max. 300kg, Höhe 650cm Teleskoplift	NULL	 - 	 - 	 - 	 - 	8	8	0	0	0	 - 	 - 	1.87	 - 	 - 	129.000	0
AR460	 - 	Stative - Licht	Gravity LS 431 B	      Großer, schwerer Stahlfuß für sicheren Stand     Fuß mit 3 M20-Innengewinden     35 mm Auszugsrohr mit M10-Innengewinde     2,4 m maximale Höhe  	4	7.5	10	Lichtstativ	Lichtstativ	NULL	 - 	 - 	 - 	 - 	6	0	6	0	0	112.42	 - 	 - 	 - 	 - 	18.000	0
AR150	 - 	Stative - Mikrofon	KM 25905 Mikrofonstativ Galge	ausziehbarer Schwenkarm: 460 - 765 mm Höhe: 380 - 600 mm Kunststoffsockel	 - 	1.5	 - 	KM 25905	Mikrostativ	NULL	 - 	 - 	 - 	 - 	30	30	0	0	0	 - 	 - 	 - 	 - 	 - 	1.400	0
AR160	 - 	Stative - Mikrofon	Mikrofonständer Gravity MS 231 HB	Gravity MS 231 HB Mikrofonständer mit Tellerfuß und 1-Hand-Höhenverstellung Max. Höhe 175 cm, min. Höhe 108 cm	1,50	2,50	3	Mikrofonständer Gravity MS 231 HB	Gravity MS 231 HB Mikrofonständer mit Tellerfuß und 1-Hand-Höhenverstellung Max. Höhe 175 cm, min. Höhe 108 cm	Adam Hall	43	45	49	 - 	3	3	0	0	0	25,00	 - 	 - 	 - 	 - 	0.000	0
AR257	Mikrofonstativ, Klein	Stative - Mikrofon	Table- /Floor microphone stand	Höhe: 285 - 400 mm Galgenausführung: ausziehbar Galgenlänge: 310 mm Aufstellmaß (ø): 200 x 200 mm	 - 	1.5	 - 	Table- /Floor microphone stand	Mikrofonstativ, Klein	NULL	 - 	 - 	 - 	 - 	30	30	0	0	0	 - 	 - 	 - 	 - 	 - 	1.400	0
AR474	 - 	Stative - Mikrofon	Gravity MS 2322 B 	Gravity MS 2322 B        Solide und langlebige Konstruktion     Extrem stabiler, standfester Fuß     2-Punkt Galgenverstellung     	1.5	2	3	Gravity MS 2322 B 	Gravity MS 2322 B        Solide und langlebige Konstruktion     Extrem stabiler, standfester Fuß     2-Punkt Galgenverstellung     	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	4.800	0
AR639	 - 	Stative - Mikrofon	Mikrofonstativ klein	Mikrofonstativ klein, Höhe maximal 0m, für z.b. Basedrum	2.5	4	6	Mikrofonstativ klein	Mikrofonstativ klein, Höhe maximal 0m, für z.b. Basedrum	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR77	 - 	Stromverteilung	Showgear PSA-16A3S	Nenn Strom A 16 A Stromeingangsstecker CEE5P 16 A Stromausgangs Stecker Schuko Socket MCB-Nennstrom 16 A	15	17.5	20	Stromverteiler 16A > 6x Schuko ungesichert	Stromverteiler 16A > 6x Schuko ungesichert	NULL	 - 	 - 	 - 	 - 	4	0	4	0	0	 - 	 - 	90	225	483	12.000	0
AR78	 - 	Stromverteilung	Stromverteiler 63A > 4x 16A, RCD	Stromverteiler 63A > 4x 16A, RCD	17,50	20	25	Stromverteiler 63A > 4x 16A, RCD	Stromverteiler 63A > 4x 16A, RCD	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR79	 - 	Stromverteilung	Showgear PSA-125A4C	Nenn Strom A 125 A Stromeingangsstecker CEE5P 125 A Stromausgangs Stecker CEE5P 63 A MCB-Nennstrom 63 A	70	80	100	Showgear PSA-125A4C	Showgear PSA-125A4C	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	267	400	482	20.000	0
AR89	 - 	Stromverteilung	Kabelbrücke	Kabelbrücke 4 kanalig 800mm x 550mm	5	5	10	Kabelbrücke	Kabelbrücke 4 kanalig 800mm x 550mm	NULL	 - 	 - 	 - 	 - 	100	100	0	0	0	 - 	 - 	60	550	800	17.000	0
AR107	 - 	Stromverteilung	Stromverteiler 63A	Stromverteiler 63A1x632A CEE in2x 32A out4x 16A out6x Schuko out RCBO	35	45	50	Stromverteiler 63A	Stromverteiler 63A1x632A CEE in2x 32A out4x 16A out6x Schuko out RCBO	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	405	420	535	24.450	0
AR108	 - 	Stromverteilung	Showtec PSA-125A4C	Showtec PSA-125A4CEingang: CEE, männlich, 3P+N+PE, 400 VAC, 50/60 Hz Ausgang: 4x CEE, 3P+N+PE, 400 VAC, 50/60 Hz MCB (1 Stk.) Leistung: 125A	40	60	70	Showtec PSA-125A4C	Eingang: CEE, männlich, 3P+N+PE, 400 VAC, 50/60 Hz Ausgang: 4x CEE, 3P+N+PE, 400 VAC, 50/60 Hz MCB (1 Stk.) Leistung: 125A	NULL	1300	1350	1439	 - 	1	1	0	0	0	855,00	 - 	390	483	275	19.400	0
AR242	 - 	Stromverteilung	Showtec Powersplit 32	Nenn Strom A 32 A Stromeingangsstecker CEE5P 32 A Stromausgangs Stecker Schuko Socke	 - 	7.5	 - 	Showtec Powersplit 32	Showtec Powersplit 32	NULL	 - 	89	 - 	 - 	5	5	0	0	0	76.9	 - 	165	125	455	4.500	0
AR243	 - 	Stromverteilung	Showtec PSA-63A4C Power Distributor	Nenn Strom A63 A Stromeingangsstecker CEE5P 63 A Stromausgangs Stecker CEE5P 32 A Kabel Länge 1.5 m MCB-Nennstrom 32 A	60	70	80	Showtec PSA-63A4C Power Distributor	digitale Spannungs-  Ampereüberwachung pro Phase	NULL	398	410	486	 - 	3	3	0	0	0	345.00	 - 	180	320	482	11.400	0
AR265	 - 	Stromverteilung	Elation UNI BAR - (Schuko output)	Elation UNI BAR - (Schuko output)	 - 	5	 - 	Elation UNI BAR - (Schuko output)	Elation UNI BAR - (Schuko output)	NULL	 - 	69.00	 - 	 - 	1	0	1	0	0	49	 - 	 - 	 - 	 - 	0.000	0
AR447	 - 	Stromverteilung	Steckdose 3 Fach Black	Steckdose 3 Fach Black	1.5	2.5	3	Steckdose 3 Fach Black	Steckdose 3 Fach Black	NULL	 - 	 - 	 - 	 - 	20	0	20	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR448	 - 	Stromverteilung	Steckdose 4 Fach IP65	Steckdose 4 Fach IP65	1.5	2.00	2.5	Steckdose 4 Fach IP65	Steckdose 4 Fach IP65	NULL	 - 	 - 	 - 	 - 	15	0	15	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR466	 - 	Stromverteilung	Showgear PSA-32A6C	Showgear PSA-32A6C Nenn Strom A 32 A Stromeingangsstecker CEE5P 32 A Stromausgangs Stecker CEE3P 16 A Kabel Länge 1.5 m MCB-Nennstrom 16 A	25	30	40	Showgear PSA-32A6C	Showgear PSA-32A6C Nenn Strom A 32 A Stromeingangsstecker CEE5P 32 A Stromausgangs Stecker CEE3P 16 A Kabel Länge 1.5 m MCB-Nennstrom 16 A	Highlite	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	490	140	255	7.600	0
AR551	 - 	Stromverteilung	Steckdosenleiste Schuko 5-Fach IP-20, 16A max	Steckdosenleiste Schuko 5-Fach IP-20, 16A max	1.5	2.00	2.5	Steckdosenleiste Schuko 5-Fach IP-20, 16A max	Steckdosenleiste Schuko 5-Fach IP-20, 16A max	NULL	 - 	 - 	 - 	 - 	40	40	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR117	 - 	Transport	LKW 7,5t inkl. Sprit	 - 	 - 	200,00	 - 	PKW KLASSE 4 Kombi ( PASSAT, C Klasse, BMW 3 usw.)	 - 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR118	 - 	Transport	PKW KLASSE 5 BMW 5	PKW KLASSE 5 BMW 5 Haftungsreduzierung aud 0,00	 - 	130	 - 	PKW KLASSE 4 Kombi C Klasse Winterbereifung	PKW KLASSE 4 Kombi C Klasse Winterbereifung	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR119	 - 	Transport	PKW KLASSE 3	Tagestarif fur PKW - Counter Genutzte Fahrzeuge Vertragsnummer Kennz/KFZ 8061249 NE-QQ 1618 VW Passat Variant Haftungsreduzierung, Winterbereifung	 - 	40.4	 - 	PKW Kombi ( PASSAT, C Klasse, BMW 3 usw.)	Tagestarif fur PKW - Counter Genutzte Fahrzeuge Vertragsnummer Kennz/KFZ 8061249 NE-QQ 1618 VW Passat Variant Haftungsreduzierung, Winterbereifung	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR120	 - 	Transport	Spritkosten	Spritkosten	 - 	29	 - 	Spritkosten	Spritkosten	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR172	 - 	Transport	PKW KLASSE 3  inkl. Spritkosten	1 Tagestarif fu&#776;r PKW - Counter 2 Spritkosten 	 - 	297	 - 	PKW KLASSE 4 Kombi ( PASSAT, C Klasse, BMW 3 usw.)	1 Tagestarif fu&#776;r PKW - Counter 2 Wintertaugliche Bereifung 3 Haftungsreduzierung	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR178	 - 	Transport	PKW Sprinter XXL  2 Tage	PKW Sprinter XXL 2 Tage	 - 	150	 - 	PKW Sprinter XXL	PKW Sprinter XXL	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR179	 - 	Transport	PKW Sprinter XXL	PKW Sprinter XXL	 - 	360	 - 	PKW Sprinter XXL	PKW Sprinter XXL	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR180	 - 	Transport	Spritkosten	Spritkosten sind nach der länge der gesamten route (ca. 4700km) brechnet. 	 - 	237	 - 	Spritkosten	 - 	NULL	 - 	170	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR211	 - 	Transport	Fahrzeug VW Touran 1.5 TSI 11 o. ähnlich	Fahrzeug VW Touran 1.5 TSI 11 o. ähnlich 	860,00	860,00	 - 	Fahrzeug VW Touran 1.5 TSI 11 o. ähnlich	Fahrzeug VW Touran 1.5 TSI 11 o. ähnlich	NULL	 - 	 - 	 - 	 - 	860	860	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR249	 - 	Transport	Sprit/ Transport	Sprit/ Transport	 - 	230	 - 	Sprit/ Transport	Sprit/ Transport	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR254	 - 	Transport	PKW KLasse 4	PKW KLasse 4 Mercedes Vito 8-9 Sitzer	 - 	159	 - 	PKW KLasse 4 Mercedes Vito 8-9 Sitzer	PKW KLasse 4 Mercedes Vito 8-9 Sitzer	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR267	 - 	Transport	Transporter Citroen Jumper  inkl. Spritkosten	Transporter Citroen Jumper inkl. Spritkosten	 - 	240	 - 	Transporter Citroen Jumper  inkl. Spritkosten	Transporter Citroen Jumper  inkl. Spritkosten	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR278	 - 	Transport	PKW KLASSE 5 BMW 5	PKW KLASSE 5 BMW 5 Haftungsreduzierung auf 0,00	 - 	110,00	 - 	PKW KLASSE 5 BMW 5 Haftungsreduzierung auf 0,00	PKW KLASSE 5 BMW 5 Haftungsreduzierung auf 0,00	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR284	 - 	Transport	Anlieferung Mönchengladbach	Anlieferung Mönchengladbach	 - 	40	 - 	Anlieferung Mönchengladbach	Anlieferung Mönchengladbach	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR344	 - 	Transport	Transporter   inkl. Spritkosten	Transporter   inkl. Spritkosten	 - 	500	 - 	Transporter   inkl. Spritkosten	Transporter   inkl. Spritkosten	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR650	 - 	Transport	Anfahrtkosten 	Anfartkosten	 - 	 - 	 - 	Anfartkosten	Anfartkosten	NULL	 - 	35,00	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR88	 - 	Transportgeräte	7,5 to. LKW - Transport	LKW 7,5 Tonnen für Transportwege inkl. Fahrer zzgl. Sprit	250	300	350	7,5 to. LKW - Transport	LKW 7,5 Tonnen für Transportwege inkl. Fahrer  zzgl. Sprit	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR59	 - 	Traversen	 F34 200cm Traverse	 F34 200cm Traverse Durchmesser Hauptrohr 	50 mm Wandstärke Hauptrohr 	2 mm 	6	8	15	 F34 200cm Traverse	 F34 200cm Traverse Durchmesser Hauptrohr 	50 mm Wandstärke Hauptrohr 	2 mm 	NULL	 - 	 - 	 - 	 - 	40	40	0	0	0	 - 	 - 	290	290	2000	15.000	0
AR83	 - 	Traversen	 F34 150cm Traverse	 F34 150cm Traverse	5	6	10	F34 150cm Traverse	 F34 150cm Traverse	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	290	250	1500	13.600	0
AR84	 - 	Traversen	Beamz, Bodenplatte 60x60cm	Beamz, Bodenplatte 60x60cm	5	10	15	Beamz, Bodenplatte 60x60cm	Beamz, Bodenplatte 60x60cm	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	10	600	600	28.500	0
AR103	 - 	Traversen	Global Truss F34 200cm	Aluminiumtraverse mit 2m LängeRohrdurchmesser 50 mmWandstärke 2 mminkl. einem Konusverbindersatz und R-Clips	7	10	15	Global Truss F34 200cm	Aluminiumtraverse mit 2m LngeRohrdurchmesser 50 mmWandstrke 2 mminkl. einem Konusverbindersatz und R-Clips	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	29	29	2000	14.000	0
AR104	 - 	Traversen	Global Truss F34 100cm	Aluminiumtraverse mit 1m LngeRohrdurchmesser 50 mmWandstrke 2 mminkl. einem Konusverbindersatz und R-Clips	5	7	10	Global Truss F34 100cm	Aluminiumtraverse mit 1m LngeRohrdurchmesser 50 mmWandstrke 2 mminkl. einem Konusverbindersatz und R-Clips	NULL	 - 	 - 	 - 	 - 	10	10	0	0	0	 - 	 - 	29	29	1000	8.000	0
AR105	 - 	Traversen	Global Truss F34 300cm Traverse	Aluminiumtraverse mit 3m LängeRohrdurchmesser 50 mmWandstärke 2 mminkl. einem Konusverbindersatz und R-Clips	12	15	25	Global Truss F34 300cm Traverse	Aluminiumtraverse mit 3m LängeRohrdurchmesser 50 mmWandstärke 2 mminkl. einem Konusverbindersatz und R-Clips	NULL	 - 	 - 	 - 	 - 	24	24	0	0	0	 - 	 - 	290	290	3000	19.000	0
AR228	 - 	Traversen	P30-C21 Truss 2-way corner 90º***	P30-C21 Truss 2-way corner 90º Length 	0.5m Main Tubes 	50 x 2mm Braces 	16 x 2mm Alloy 	EN-AW 6082 T6 Dimensions 	50 x 50 x 29cm Weight 	4.7kg	 - 	 - 	 - 	P30-C21 Truss 2-way corner 90º	P30-C21 Truss 2-way corner 90º Length 	0.5m Main Tubes 	50 x 2mm Braces 	16 x 2mm Alloy 	EN-AW 6082 T6 Dimensions 	50 x 50 x 29cm Weight 	4.7kg	NULL	 - 	100	130	 - 	4	4	0	0	0	85.95	 - 	 - 	 - 	 - 	0.000	0
AR229	 - 	Traversen	P30-L400 Truss 4,0m***	P30-L400 Truss 4,0m Length 	4.0m Main Tubes 	50 x 2mm Braces 	16 x 2mm Alloy 	EN-AW 6082 T6 Dimensions 	290 x 290mm Weight 	18.9kg	 - 	 - 	 - 	P30-L400 Truss 4,0m	P30-L400 Truss 4,0m Length 	4.0m Main Tubes 	50 x 2mm Braces 	16 x 2mm Alloy 	EN-AW 6082 T6 Dimensions 	290 x 290mm Weight 	18.9kg	NULL	 - 	250.00	 - 	 - 	6	0	6	0	0	189	 - 	 - 	 - 	 - 	18.900	0
AR230	 - 	Traversen	P30-L200 Truss 2,0m***	P30-L200 Truss 2,0m Length 	2.0m Main Tubes 	50 x 2mm Braces 	16 x 2mm Alloy 	EN-AW 6082 T6 Dimensions 	290 x 290mm Weight 	10.1kg	 - 	 - 	 - 	P30-L200 Truss 2,0m	P30-L200 Truss 2,0m Length 	2.0m Main Tubes 	50 x 2mm Braces 	16 x 2mm Alloy 	EN-AW 6082 T6 Dimensions 	290 x 290mm Weight 	10.1kg	NULL	 - 	180.00	 - 	 - 	2	0	2	0	0	112.95	 - 	 - 	 - 	 - 	10.100	0
AR261	 - 	Traversen	Showtec 50mm Slimline Halfcoupler100***	Showtec 50mm Slimline Halfcoupler100	 - 	 - 	 - 	Showtec 50mm Slimline Halfcoupler100	Showtec 50mm Slimline Halfcoupler100	NULL	 - 	6.50	 - 	 - 	10	10	0	0	0	3.75	 - 	 - 	 - 	 - 	0.000	0
AR307	 - 	Traversen	Traverse Prolyte H30V, 4 Gurt 3m***	Traverse Prolyte H30V, 4 Gurt 3m	 - 	 - 	 - 	Traverse Prolyte H30V, 4 Gurt 3m	Traverse Prolyte H30V, 4 Gurt 3m	NULL	 - 	 - 	 - 	 - 	6	0	6	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR309	 - 	Traversen	Traverse Prolyte H30V, 4 Gurt 1m***	Traverse Prolyte H30V, 4 Gurt 1m	 - 	 - 	 - 	Traverse Prolyte H30V, 4 Gurt 1m	Traverse Prolyte H30V, 4 Gurt 1m	NULL	 - 	 - 	 - 	 - 	12	0	12	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR310	 - 	Traversen	Bodenplatte für Prolyte H30/H40, 440x440x8mm	Bodenplatte fu&#776;r Prolyte H30/H40, 440x440x8mm3	 - 	 - 	 - 	Bodenplatte für Prolyte H30/H40, 440x440x8mm	Bodenplatte fu&#776;r Prolyte H30/H40, 440x440x8mm3	NULL	 - 	 - 	 - 	 - 	6	0	6	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR311	 - 	Traversen	Bodenplatte für Prolyte H30/H40/S52, 880x880	Bodenplatte fu&#776;r Prolyte H30/H40/S52, 880x880x8mm3	 - 	 - 	 - 	Bodenplatte für Prolyte H30/H40/S52, 880x880	Bodenplatte fu&#776;r Prolyte H30/H40/S52, 880x880x8mm3	NULL	 - 	 - 	 - 	 - 	6	0	6	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR423	 - 	Traversen	P30 Tower 1,0 with white lycra	P30 Tower 1,0 with white lycra	15	17.5	20	P30 Tower 1,0 with white lycra	P30 Tower 1,0 with white lycra	NULL	 - 	 - 	 - 	 - 	6	6	0	0	0	 - 	 - 	290	290	1000	26.000	0
AR429	 - 	Traversen	Traversenplatte 30x30	Traversenplatte 30x30	10	15	20	Traversenplatte 30x30	Traversenplatte 30x30	NULL	 - 	 - 	 - 	 - 	26	26	0	0	0	 - 	 - 	20	300	300	4.000	0
AR431	 - 	Traversen	Trusszubehör Case	Trusszubehör Case	 - 	10,00	 - 	Trusszubehör Case	Trusszubehör Case	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR445	 - 	Traversen	Global Truss Boxcorner FD 34	Konstruktionsteil, zum Verbinden von zwei oder mehreren Traversenstücken 	7.5	10	15	Global Truss Boxcorner FD 34	Konstruktionsteil, zum Verbinden von zwei oder mehreren Traversenstücken 	NULL	 - 	 - 	 - 	 - 	14	14	0	0	0	 - 	 - 	290	290	290	7.000	0
AR454	 - 	Traversen	ALUTRUSS Bodenplatte  80x80 40 kg	ALUTRUSS Bodenplatte  80x80 40 kg	7.5	10	15	ALUTRUSS Bodenplatte  80x80 40 kg	ALUTRUSS Bodenplatte  80x80 40 kg	NULL	 - 	 - 	 - 	 - 	8	8	0	0	0	 - 	 - 	40	800	800	40.000	0
AR539	 - 	Traversen	Global Truss F34 50cm Traverse	Global Truss F34 50cm Traverse	6	8	10	Global Truss F34 50cm Traverse	Global Truss F34 50cm Traverse	NULL	6	10	12.5	 - 	10	10	0	0	0	 - 	 - 	500	290	290	0.000	0
AR540	 - 	Traversen	Global Truss Trussaufnehmer doppelt drehbar Black	Kompatibel: 48-51mm Breite: 50mm Zugbelastung: 500kg 	0.5	1	1.5	Global Truss Trussaufnehmer doppelt drehbar Black	Kompatibel: 48-51mm Breite: 50mm Zugbelastung: 500kg 	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR552	 - 	Traversen	P30 Tower 1,5 with white lycra	P30 Tower 1,5 with white lycra	15	17.5	20	P30 Tower 1,5 with white lycra	P30 Tower 1,5 with white lycra	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	259.87	 - 	290	290	1500	29.000	0
AR553	 - 	Traversen	P30 Tower 2,0 with white lycra***	P30 Tower 2,0 with white lycra	15	17.5	20	P30 Tower 2,0 with white lycra	P30 Tower 2,0 with white lycra	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	259.87	 - 	290	290	2000	31.000	0
AR2	 - 	Videobeamer	Epson  EB-W 41	Epson EB-W 41 WXGA-Projektor	45	55	60	Epson EB-W 41 WXGA-Projektor	Epson EB-W 41 WXGA-Projektor	Epson	 - 	 - 	 - 	 - 	1	1	0	0	0	549.00	 - 	 - 	 - 	 - 	2.500	282
AR33	 - 	Videobeamer	CHRISTIE Roadie HD+30K 	Display Technology and Resolution	 3-chip 1.25" DLP® 2048 x 1080 Brightness	 30,000 ANSI lumens (± 10%) 90% brightness uniformity across the screenInputs,  Control & Networking	 RGBHV/YPbPr: 5 BNC DVI-I: analog/digital RGB/YPbPr (HDCP) Two option slots for analog/digital modules One composite video, one S-Video 3 RS-232 ports and 1 RS-422 ports On-board ChristieNET connectivity (RJ45) IR remote, built-in backlit keypad/status display	1700	2200	2500	CHRISTIE Roadie HD+30K 	Display Technology and Resolution	 3-chip 1.25" DLP® 2048 x 1080 Brightness	 30,000 ANSI lumens (± 10%) 90% brightness uniformity across the screenInputs,  Control & Networking	 RGBHV/YPbPr: 5 BNC DVI-I: analog/digital RGB/YPbPr (HDCP) Two option slots for analog/digital modules One composite video, one S-Video 3 RS-232 ports and 1 RS-422 ports On-board ChristieNET connectivity (RJ45) IR remote, built-in backlit keypad/status display	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	653	1395	851	140.000	0
